r,k,l,attack_beats_colonize,colonize_beats_defend,defend_beats_attack,min_margin,cycle_holds
1.0000,3.0000,0.4000,-0.389530,0.167339,0.063148,-0.389530,0
1.0000,3.0000,0.4500,-0.354794,0.167339,-0.036342,-0.354794,0
1.2000,1.0000,0.0000,1.000000,0.167409,-1.000000,-1.000000,0
1.2000,1.0000,0.0500,1.000000,0.167411,-1.000000,-1.000000,0
1.2000,1.0000,0.1000,1.000000,0.167412,-0.916740,-0.916740,0
1.2000,1.0000,0.1500,1.000000,0.167413,-0.917775,-0.917775,0
1.2000,1.0000,0.2000,1.000000,0.167414,-0.958040,-0.958040,0
1.2000,1.0000,0.2500,1.000000,0.167416,-1.000000,-1.000000,0
1.2000,1.0000,0.3000,1.000000,0.167417,-1.000000,-1.000000,0
1.2000,1.0000,0.3500,1.000000,0.167418,-0.606240,-0.606240,0
1.2000,1.0000,0.4000,1.000000,0.167420,0.033398,0.033398,0
1.2000,1.0000,0.4500,1.000000,0.167421,-0.404371,-0.404371,0
1.2000,1.2500,0.0000,1.000000,0.167409,-0.749855,-0.749855,0
1.2000,1.2500,0.0500,1.000000,0.167411,-0.466289,-0.466289,0
1.2000,1.2500,0.1000,1.000000,0.167412,-0.088759,-0.088759,0
1.2000,1.2500,0.1500,1.000000,0.167413,-0.043304,-0.043304,0
1.2000,1.2500,0.2000,1.000000,0.167414,0.048246,0.048246,0
1.2000,1.2500,0.2500,1.000000,0.167416,0.213167,0.167416,1
1.2000,1.2500,0.3000,1.000000,0.167417,0.179995,0.167417,1
1.2000,1.2500,0.3500,1.000000,0.167418,0.302849,0.167418,1
1.2000,1.2500,0.4000,1.000000,0.167420,-0.119706,-0.119706,0
1.2000,1.2500,0.4500,1.000000,0.167421,-0.146526,-0.146526,0
1.2000,1.5000,0.0000,1.000000,0.167409,0.183021,0.167409,1
1.2000,1.5000,0.0500,1.000000,0.167411,0.292960,0.167411,1
1.2000,1.5000,0.1000,1.000000,0.167412,0.336730,0.167412,1
1.2000,1.5000,0.1500,1.000000,0.167413,0.274102,0.167413,1
1.2000,1.5000,0.2000,1.000000,0.167414,0.256754,0.167414,1
1.2000,1.5000,0.2500,1.000000,0.167416,0.197684,0.167416,1
1.2000,1.5000,0.3000,1.000000,0.167417,0.094747,0.094747,1
1.2000,1.5000,0.3500,1.000000,0.167418,0.029875,0.029875,0
1.2000,1.5000,0.4000,0.710333,0.167420,-0.103557,-0.103557,0
1.2000,1.5000,0.4500,0.145539,0.167421,-0.183407,-0.183407,0
1.2000,1.7500,0.0000,1.000000,0.167409,0.150551,0.150551,1
1.2000,1.7500,0.0500,1.000000,0.167411,0.288546,0.167411,1
1.2000,1.7500,0.1000,1.000000,0.167412,0.269253,0.167412,1
1.2000,1.7500,0.1500,1.000000,0.167413,0.211446,0.167413,1
1.2000,1.7500,0.2000,1.000000,0.167414,0.177742,0.167414,1
1.2000,1.7500,0.2500,1.000000,0.167416,0.188397,0.167416,1
1.2000,1.7500,0.3000,0.736395,0.167417,0.164758,0.164758,1
1.2000,1.7500,0.3500,0.272998,0.167418,0.034481,0.034481,0
1.2000,1.7500,0.4000,-0.061391,0.167420,-0.102329,-0.102329,0
1.2000,1.7500,0.4500,-0.327358,0.167421,0.119407,-0.327358,0
1.2000,2.0000,0.0000,1.000000,0.167409,0.205229,0.167409,1
1.2000,2.0000,0.0500,1.000000,0.167411,0.261796,0.167411,1
1.2000,2.0000,0.1000,1.000000,0.167412,0.141414,0.141414,1
1.2000,2.0000,0.1500,0.930367,0.167413,0.119849,0.119849,1
1.2000,2.0000,0.2000,0.789293,0.167414,0.118250,0.118250,1
1.2000,2.0000,0.2500,0.440867,0.167416,0.279152,0.167416,1
1.2000,2.0000,0.3000,0.098040,0.167417,0.216314,0.098040,1
1.2000,2.0000,0.3500,-0.002171,0.167418,0.164769,-0.002171,0
1.2000,2.0000,0.4000,-0.367033,0.167420,-0.034063,-0.367033,0
1.2000,2.0000,0.4500,-0.368883,0.167421,-0.007909,-0.368883,0
1.2000,2.2500,0.0000,1.000000,0.167409,0.212062,0.167409,1
1.2000,2.2500,0.0500,1.000000,0.167411,0.270889,0.167411,1
1.2000,2.2500,0.1000,0.727461,0.167412,0.317944,0.167412,1
1.2000,2.2500,0.1500,0.425409,0.167413,0.243450,0.167413,1
1.2000,2.2500,0.2000,0.131883,0.167414,0.120468,0.120468,1
1.2000,2.2500,0.2500,0.088191,0.167416,0.117676,0.088191,1
1.2000,2.2500,0.3000,-0.236366,0.167417,-0.012633,-0.236366,0
1.2000,2.2500,0.3500,-0.382767,0.167418,0.098465,-0.382767,0
1.2000,2.2500,0.4000,-0.454925,0.167420,0.048195,-0.454925,0
1.2000,2.2500,0.4500,-0.421864,0.167421,-0.018306,-0.421864,0
1.2000,2.5000,0.0000,0.848138,0.167409,0.262157,0.167409,1
1.2000,2.5000,0.0500,0.545164,0.167411,0.223453,0.167411,1
1.2000,2.5000,0.1000,0.290221,0.167412,0.131213,0.131213,1
1.2000,2.5000,0.1500,0.081400,0.167413,0.287947,0.081400,1
1.2000,2.5000,0.2000,-0.037924,0.167414,0.192952,-0.037924,0
1.2000,2.5000,0.2500,-0.218675,0.167416,0.159652,-0.218675,0
1.2000,2.5000,0.3000,-0.379218,0.167417,0.059237,-0.379218,0
1.2000,2.5000,0.3500,-0.381309,0.167418,0.191081,-0.381309,0
1.2000,2.5000,0.4000,-0.448424,0.167420,0.065032,-0.448424,0
1.2000,2.5000,0.4500,-0.413979,0.167421,-0.010498,-0.413979,0
1.2000,2.7500,0.0000,0.404458,0.167409,0.206459,0.167409,1
1.2000,2.7500,0.0500,0.152717,0.167411,0.254396,0.152717,1
1.2000,2.7500,0.1000,0.076324,0.167412,0.151303,0.076324,1
1.2000,2.7500,0.1500,0.014159,0.167413,0.152264,0.014159,0
1.2000,2.7500,0.2000,-0.243785,0.167414,0.264413,-0.243785,0
1.2000,2.7500,0.2500,-0.374513,0.167416,0.196314,-0.374513,0
1.2000,2.7500,0.3000,-0.362854,0.167417,0.133344,-0.362854,0
1.2000,2.7500,0.3500,-0.391389,0.167418,0.243888,-0.391389,0
1.2000,2.7500,0.4000,-0.419908,0.167420,0.183960,-0.419908,0
1.2000,2.7500,0.4500,-0.421773,0.167421,0.119687,-0.421773,0
1.2000,3.0000,0.0000,0.095661,0.167409,0.206611,0.095661,1
1.2000,3.0000,0.0500,-0.036909,0.167411,0.290519,-0.036909,0
1.2000,3.0000,0.1000,-0.223747,0.167412,0.242694,-0.223747,0
1.2000,3.0000,0.1500,-0.355903,0.167413,0.219230,-0.355903,0
1.2000,3.0000,0.2000,-0.350838,0.167414,0.355522,-0.350838,0
1.2000,3.0000,0.2500,-0.389840,0.167416,0.208444,-0.389840,0
1.2000,3.0000,0.3000,-0.299098,0.167417,0.239857,-0.299098,0
1.2000,3.0000,0.3500,-0.391163,0.167418,0.303670,-0.391163,0
1.2000,3.0000,0.4000,-0.395068,0.167420,0.096253,-0.395068,0
1.2000,3.0000,0.4500,-0.383275,0.167421,-0.003579,-0.383275,0
1.4000,1.0000,0.0000,1.000000,0.167407,-0.777680,-0.777680,0
1.4000,1.0000,0.0500,1.000000,0.167409,-1.000000,-1.000000,0
1.4000,1.0000,0.1000,1.000000,0.167410,-0.958431,-0.958431,0
1.4000,1.0000,0.1500,1.000000,0.167412,-1.000000,-1.000000,0
1.4000,1.0000,0.2000,1.000000,0.167414,-0.916742,-0.916742,0
1.4000,1.0000,0.2500,1.000000,0.167416,-0.875594,-0.875594,0
1.4000,1.0000,0.3000,1.000000,0.167418,-0.666697,-0.666697,0
1.4000,1.0000,0.3500,1.000000,0.167420,-0.618446,-0.618446,0
1.4000,1.0000,0.4000,1.000000,0.167422,-0.057564,-0.057564,0
1.4000,1.0000,0.4500,1.000000,0.167424,-0.140823,-0.140823,0
1.4000,1.2500,0.0000,1.000000,0.167407,-0.376214,-0.376214,0
1.4000,1.2500,0.0500,1.000000,0.167409,-0.316912,-0.316912,0
1.4000,1.2500,0.1000,1.000000,0.167410,0.331108,0.167410,1
1.4000,1.2500,0.1500,1.000000,0.167412,0.007829,0.007829,0
1.4000,1.2500,0.2000,1.000000,0.167414,-0.326522,-0.326522,0
1.4000,1.2500,0.2500,1.000000,0.167416,0.106349,0.106349,1
1.4000,1.2500,0.3000,1.000000,0.167418,0.292472,0.167418,1
1.4000,1.2500,0.3500,1.000000,0.167420,0.125981,0.125981,1
1.4000,1.2500,0.4000,1.000000,0.167422,0.079025,0.079025,1
1.4000,1.2500,0.4500,1.000000,0.167424,-0.105837,-0.105837,0
1.4000,1.5000,0.0000,1.000000,0.167407,-0.063807,-0.063807,0
1.4000,1.5000,0.0500,1.000000,0.167409,0.310872,0.167409,1
1.4000,1.5000,0.1000,1.000000,0.167410,0.168980,0.167410,1
1.4000,1.5000,0.1500,1.000000,0.167412,0.272243,0.167412,1
1.4000,1.5000,0.2000,1.000000,0.167414,0.279224,0.167414,1
1.4000,1.5000,0.2500,1.000000,0.167416,0.114352,0.114352,1
1.4000,1.5000,0.3000,1.000000,0.167418,0.137887,0.137887,1
1.4000,1.5000,0.3500,1.000000,0.167420,-0.254825,-0.254825,0
1.4000,1.5000,0.4000,0.582258,0.167422,-0.054842,-0.054842,0
1.4000,1.5000,0.4500,0.092440,0.167424,-0.161605,-0.161605,0
1.4000,1.7500,0.0000,1.000000,0.167407,0.172398,0.167407,1
1.4000,1.7500,0.0500,1.000000,0.167409,0.160804,0.160804,1
1.4000,1.7500,0.1000,1.000000,0.167410,0.243557,0.167410,1
1.4000,1.7500,0.1500,1.000000,0.167412,0.249354,0.167412,1
1.4000,1.7500,0.2000,1.000000,0.167414,0.195821,0.167414,1
1.4000,1.7500,0.2500,1.000000,0.167416,0.075222,0.075222,1
1.4000,1.7500,0.3000,0.651105,0.167418,0.056383,0.056383,1
1.4000,1.7500,0.3500,0.433754,0.167420,-0.024406,-0.024406,0
1.4000,1.7500,0.4000,-0.010085,0.167422,-0.046103,-0.046103,0
1.4000,1.7500,0.4500,-0.257507,0.167424,-0.055259,-0.257507,0
1.4000,2.0000,0.0000,1.000000,0.167407,0.316153,0.167407,1
1.4000,2.0000,0.0500,1.000000,0.167409,0.144136,0.144136,1
1.4000,2.0000,0.1000,1.000000,0.167410,0.133248,0.133248,1
1.4000,2.0000,0.1500,1.000000,0.167412,0.092618,0.092618,1
1.4000,2.0000,0.2000,0.599763,0.167414,0.098021,0.098021,1
1.4000,2.0000,0.2500,0.346129,0.167416,0.109954,0.109954,1
1.4000,2.0000,0.3000,0.127190,0.167418,0.154410,0.127190,1
1.4000,2.0000,0.3500,0.011781,0.167420,0.003148,0.003148,0
1.4000,2.0000,0.4000,-0.385845,0.167422,0.142097,-0.385845,0
1.4000,2.0000,0.4500,-0.429343,0.167424,-0.046706,-0.429343,0
1.4000,2.2500,0.0000,1.000000,0.167407,0.214365,0.167407,1
1.4000,2.2500,0.0500,1.000000,0.167409,0.149219,0.149219,1
1.4000,2.2500,0.1000,0.692538,0.167410,0.194033,0.167410,1
1.4000,2.2500,0.1500,0.447413,0.167412,0.141366,0.141366,1
1.4000,2.2500,0.2000,0.134868,0.167414,0.187533,0.134868,1
1.4000,2.2500,0.2500,-0.070695,0.167416,0.150425,-0.070695,0
1.4000,2.2500,0.3000,-0.262888,0.167418,0.090622,-0.262888,0
1.4000,2.2500,0.3500,-0.411239,0.167420,0.005411,-0.411239,0
1.4000,2.2500,0.4000,-0.451434,0.167422,0.093026,-0.451434,0
1.4000,2.2500,0.4500,-0.365899,0.167424,-0.039440,-0.365899,0
1.4000,2.5000,0.0000,0.806093,0.167407,0.112352,0.112352,1
1.4000,2.5000,0.0500,0.426518,0.167409,0.197578,0.167409,1
1.4000,2.5000,0.1000,0.152119,0.167410,0.107762,0.107762,1
1.4000,2.5000,0.1500,0.123102,0.167412,0.041926,0.041926,0
1.4000,2.5000,0.2000,-0.045865,0.167414,0.144505,-0.045865,0
1.4000,2.5000,0.2500,-0.285442,0.167416,0.161825,-0.285442,0
1.4000,2.5000,0.3000,-0.400472,0.167418,0.113691,-0.400472,0
1.4000,2.5000,0.3500,-0.352230,0.167420,0.026060,-0.352230,0
1.4000,2.5000,0.4000,-0.442809,0.167422,0.117957,-0.442809,0
1.4000,2.5000,0.4500,-0.496905,0.167424,-0.035642,-0.496905,0
1.4000,2.7500,0.0000,0.416796,0.167407,0.095639,0.095639,1
1.4000,2.7500,0.0500,0.082213,0.167409,0.261246,0.082213,1
1.4000,2.7500,0.1000,0.041828,0.167410,0.114402,0.041828,0
1.4000,2.7500,0.1500,0.016668,0.167412,0.212447,0.016668,0
1.4000,2.7500,0.2000,-0.324162,0.167414,0.220169,-0.324162,0
1.4000,2.7500,0.2500,-0.361809,0.167416,0.300300,-0.361809,0
1.4000,2.7500,0.3000,-0.361512,0.167418,0.226229,-0.361512,0
1.4000,2.7500,0.3500,-0.351848,0.167420,0.046450,-0.351848,0
1.4000,2.7500,0.4000,-0.415585,0.167422,0.144710,-0.415585,0
1.4000,2.7500,0.4500,-0.416236,0.167424,-0.027277,-0.416236,0
1.4000,3.0000,0.0000,0.070935,0.167407,0.103952,0.070935,1
1.4000,3.0000,0.0500,-0.095134,0.167409,0.105735,-0.095134,0
1.4000,3.0000,0.1000,-0.245492,0.167410,0.104940,-0.245492,0
1.4000,3.0000,0.1500,-0.350027,0.167412,0.163997,-0.350027,0
1.4000,3.0000,0.2000,-0.334545,0.167414,0.148840,-0.334545,0
1.4000,3.0000,0.2500,-0.382054,0.167416,0.111787,-0.382054,0
1.4000,3.0000,0.3000,-0.409527,0.167418,0.028184,-0.409527,0
1.4000,3.0000,0.3500,-0.387230,0.167420,0.061398,-0.387230,0
1.4000,3.0000,0.4000,-0.382084,0.167422,0.168639,-0.382084,0
1.4000,3.0000,0.4500,-0.359507,0.167424,-0.023333,-0.359507,0
1.6000,1.0000,0.0000,1.000000,0.167427,-0.916634,-0.916634,0
1.6000,1.0000,0.0500,1.000000,0.167430,-0.749995,-0.749995,0
1.6000,1.0000,0.1000,1.000000,0.167433,-0.749851,-0.749851,0
1.6000,1.0000,0.1500,1.000000,0.167435,-1.000000,-1.000000,0
1.6000,1.0000,0.2000,1.000000,0.167438,-0.916411,-0.916411,0
1.6000,1.0000,0.2500,1.000000,0.167440,-0.914438,-0.914438,0
1.6000,1.0000,0.3000,1.000000,0.167443,-0.158438,-0.158438,0
1.6000,1.0000,0.3500,1.000000,0.167445,-0.268681,-0.268681,0
1.6000,1.0000,0.4000,1.000000,0.167448,-0.627254,-0.627254,0
1.6000,1.0000,0.4500,1.000000,0.167450,-0.031774,-0.031774,0
1.6000,1.2500,0.0000,1.000000,0.167427,-0.214950,-0.214950,0
1.6000,1.2500,0.0500,1.000000,0.167430,-0.316135,-0.316135,0
1.6000,1.2500,0.1000,1.000000,0.167433,-0.298571,-0.298571,0
1.6000,1.2500,0.1500,1.000000,0.167435,0.272072,0.167435,1
1.6000,1.2500,0.2000,1.000000,0.167438,0.318093,0.167438,1
1.6000,1.2500,0.2500,1.000000,0.167440,0.388720,0.167440,1
1.6000,1.2500,0.3000,1.000000,0.167443,0.286656,0.167443,1
1.6000,1.2500,0.3500,1.000000,0.167445,0.192174,0.167445,1
1.6000,1.2500,0.4000,1.000000,0.167448,0.121019,0.121019,1
1.6000,1.2500,0.4500,1.000000,0.167450,0.051567,0.051567,1
1.6000,1.5000,0.0000,1.000000,0.167427,0.304537,0.167427,1
1.6000,1.5000,0.0500,1.000000,0.167430,0.358100,0.167430,1
1.6000,1.5000,0.1000,1.000000,0.167433,0.340344,0.167433,1
1.6000,1.5000,0.1500,1.000000,0.167435,0.257873,0.167435,1
1.6000,1.5000,0.2000,1.000000,0.167438,0.251173,0.167438,1
1.6000,1.5000,0.2500,1.000000,0.167440,0.184138,0.167440,1
1.6000,1.5000,0.3000,1.000000,0.167443,0.190296,0.167443,1
1.6000,1.5000,0.3500,1.000000,0.167445,0.207047,0.167445,1
1.6000,1.5000,0.4000,0.435401,0.167448,0.206843,0.167448,1
1.6000,1.5000,0.4500,0.147129,0.167450,0.094658,0.094658,1
1.6000,1.7500,0.0000,1.000000,0.167427,0.300336,0.167427,1
1.6000,1.7500,0.0500,1.000000,0.167430,0.321919,0.167430,1
1.6000,1.7500,0.1000,1.000000,0.167433,0.265211,0.167433,1
1.6000,1.7500,0.1500,1.000000,0.167435,0.217133,0.167435,1
1.6000,1.7500,0.2000,1.000000,0.167438,0.226433,0.167438,1
1.6000,1.7500,0.2500,1.000000,0.167440,0.169595,0.167440,1
1.6000,1.7500,0.3000,0.529444,0.167443,0.149092,0.149092,1
1.6000,1.7500,0.3500,0.439180,0.167445,0.325343,0.167445,1
1.6000,1.7500,0.4000,-0.006351,0.167448,0.282477,-0.006351,0
1.6000,1.7500,0.4500,-0.244076,0.167450,0.055268,-0.244076,0
1.6000,2.0000,0.0000,1.000000,0.167427,0.299279,0.167427,1
1.6000,2.0000,0.0500,1.000000,0.167430,0.189283,0.167430,1
1.6000,2.0000,0.1000,1.000000,0.167433,0.248486,0.167433,1
1.6000,2.0000,0.1500,0.847496,0.167435,0.217150,0.167435,1
1.6000,2.0000,0.2000,0.569586,0.167438,0.198749,0.167438,1
1.6000,2.0000,0.2500,0.346520,0.167440,0.171508,0.167440,1
1.6000,2.0000,0.3000,0.052153,0.167443,0.202221,0.052153,1
1.6000,2.0000,0.3500,-0.103177,0.167445,0.039673,-0.103177,0
1.6000,2.0000,0.4000,-0.411701,0.167448,0.203914,-0.411701,0
1.6000,2.0000,0.4500,-0.408431,0.167450,0.078696,-0.408431,0
1.6000,2.2500,0.0000,1.000000,0.167427,0.310951,0.167427,1
1.6000,2.2500,0.0500,1.000000,0.167430,0.199534,0.167430,1
1.6000,2.2500,0.1000,0.610101,0.167433,0.166217,0.166217,1
1.6000,2.2500,0.1500,0.319686,0.167435,0.139201,0.139201,1
1.6000,2.2500,0.2000,0.086878,0.167438,0.230783,0.086878,1
1.6000,2.2500,0.2500,-0.038190,0.167440,0.210354,-0.038190,0
1.6000,2.2500,0.3000,-0.259215,0.167443,0.137357,-0.259215,0
1.6000,2.2500,0.3500,-0.371334,0.167445,0.071831,-0.371334,0
1.6000,2.2500,0.4000,-0.397255,0.167448,0.143708,-0.397255,0
1.6000,2.2500,0.4500,-0.369801,0.167450,0.092505,-0.369801,0
1.6000,2.5000,0.0000,0.789394,0.167427,0.206514,0.167427,1
1.6000,2.5000,0.0500,0.408655,0.167430,0.190218,0.167430,1
1.6000,2.5000,0.1000,0.098174,0.167433,0.292771,0.098174,1
1.6000,2.5000,0.1500,0.055726,0.167435,0.181368,0.055726,1
1.6000,2.5000,0.2000,-0.062744,0.167438,0.245549,-0.062744,0
1.6000,2.5000,0.2500,-0.262008,0.167440,0.182344,-0.262008,0
1.6000,2.5000,0.3000,-0.402693,0.167443,0.190227,-0.402693,0
1.6000,2.5000,0.3500,-0.392647,0.167445,0.107501,-0.392647,0
1.6000,2.5000,0.4000,-0.379766,0.167448,0.175923,-0.379766,0
1.6000,2.5000,0.4500,-0.462138,0.167450,-0.001212,-0.462138,0
1.6000,2.7500,0.0000,0.441630,0.167427,0.239724,0.167427,1
1.6000,2.7500,0.0500,0.077591,0.167430,0.167396,0.077591,1
1.6000,2.7500,0.1000,0.036505,0.167433,0.242850,0.036505,0
1.6000,2.7500,0.1500,-0.053271,0.167435,0.270853,-0.053271,0
1.6000,2.7500,0.2000,-0.338661,0.167438,0.204582,-0.338661,0
1.6000,2.7500,0.2500,-0.349944,0.167440,0.280629,-0.349944,0
1.6000,2.7500,0.3000,-0.368452,0.167443,0.269217,-0.368452,0
1.6000,2.7500,0.3500,-0.462201,0.167445,0.166223,-0.462201,0
1.6000,2.7500,0.4000,-0.340610,0.167448,0.206253,-0.340610,0
1.6000,2.7500,0.4500,-0.400166,0.167450,0.006565,-0.400166,0
1.6000,3.0000,0.0000,0.101326,0.167427,0.199347,0.101326,1
1.6000,3.0000,0.0500,-0.100083,0.167430,0.172717,-0.100083,0
1.6000,3.0000,0.1000,-0.221377,0.167433,0.256089,-0.221377,0
1.6000,3.0000,0.1500,-0.348704,0.167435,0.161277,-0.348704,0
1.6000,3.0000,0.2000,-0.389308,0.167438,0.134493,-0.389308,0
1.6000,3.0000,0.2500,-0.380131,0.167440,0.204455,-0.380131,0
1.6000,3.0000,0.3000,-0.395648,0.167443,0.073374,-0.395648,0
1.6000,3.0000,0.3500,-0.400044,0.167445,0.054399,-0.400044,0
1.6000,3.0000,0.4000,-0.392787,0.167448,0.253526,-0.392787,0
1.6000,3.0000,0.4500,-0.354737,0.167450,0.012390,-0.354737,0
1.8000,1.0000,0.0000,1.000000,0.084534,-0.916664,-0.916664,0
1.8000,1.0000,0.0500,1.000000,0.084538,-1.000000,-1.000000,0
1.8000,1.0000,0.1000,1.000000,0.084541,-1.000000,-1.000000,0
1.8000,1.0000,0.1500,1.000000,0.084545,-1.000000,-1.000000,0
1.8000,1.0000,0.2000,1.000000,0.084548,-1.000000,-1.000000,0
1.8000,1.0000,0.2500,1.000000,0.084551,-1.000000,-1.000000,0
1.8000,1.0000,0.3000,1.000000,0.084555,0.070247,0.070247,1
1.8000,1.0000,0.3500,1.000000,0.084558,0.027498,0.027498,0
1.8000,1.0000,0.4000,1.000000,0.084562,-0.279427,-0.279427,0
1.8000,1.0000,0.4500,1.000000,0.084565,0.064594,0.064594,1
1.8000,1.2500,0.0000,1.000000,0.084534,-0.023055,-0.023055,0
1.8000,1.2500,0.0500,1.000000,0.084538,-0.212365,-0.212365,0
1.8000,1.2500,0.1000,1.000000,0.084541,-0.240129,-0.240129,0
1.8000,1.2500,0.1500,1.000000,0.084545,0.313066,0.084545,1
1.8000,1.2500,0.2000,1.000000,0.084548,0.225995,0.084548,1
1.8000,1.2500,0.2500,1.000000,0.084551,0.313524,0.084551,1
1.8000,1.2500,0.3000,1.000000,0.084555,0.316864,0.084555,1
1.8000,1.2500,0.3500,1.000000,0.084558,0.223212,0.084558,1
1.8000,1.2500,0.4000,1.000000,0.084562,0.134394,0.084562,1
1.8000,1.2500,0.4500,1.000000,0.084565,0.100940,0.084565,1
1.8000,1.5000,0.0000,1.000000,0.084534,-0.179234,-0.179234,0
1.8000,1.5000,0.0500,1.000000,0.084538,0.319144,0.084538,1
1.8000,1.5000,0.1000,1.000000,0.084541,0.313099,0.084541,1
1.8000,1.5000,0.1500,1.000000,0.084545,0.325211,0.084545,1
1.8000,1.5000,0.2000,1.000000,0.084548,0.316373,0.084548,1
1.8000,1.5000,0.2500,1.000000,0.084551,0.146215,0.084551,1
1.8000,1.5000,0.3000,1.000000,0.084555,0.169928,0.084555,1
1.8000,1.5000,0.3500,1.000000,0.084558,0.197451,0.084558,1
1.8000,1.5000,0.4000,0.433130,0.084562,0.163243,0.084562,1
1.8000,1.5000,0.4500,0.085453,0.084565,0.178193,0.084565,1
1.8000,1.7500,0.0000,1.000000,0.084534,0.314717,0.084534,1
1.8000,1.7500,0.0500,1.000000,0.084538,0.276554,0.084538,1
1.8000,1.7500,0.1000,1.000000,0.084541,0.217073,0.084541,1
1.8000,1.7500,0.1500,1.000000,0.084545,0.207734,0.084545,1
1.8000,1.7500,0.2000,1.000000,0.084548,0.239742,0.084548,1
1.8000,1.7500,0.2500,1.000000,0.084551,0.107728,0.084551,1
1.8000,1.7500,0.3000,0.559762,0.084555,0.188571,0.084555,1
1.8000,1.7500,0.3500,0.059424,0.084558,0.218132,0.059424,1
1.8000,1.7500,0.4000,0.046799,0.084562,0.183245,0.046799,0
1.8000,1.7500,0.4500,-0.416657,0.084565,-0.019559,-0.416657,0
1.8000,2.0000,0.0000,1.000000,0.084534,0.297177,0.084534,1
1.8000,2.0000,0.0500,1.000000,0.084538,0.226992,0.084538,1
1.8000,2.0000,0.1000,1.000000,0.084541,0.231169,0.084541,1
1.8000,2.0000,0.1500,0.827264,0.084545,0.266757,0.084545,1
1.8000,2.0000,0.2000,0.416874,0.084548,0.274452,0.084548,1
1.8000,2.0000,0.2500,0.354135,0.084551,0.236468,0.084551,1
1.8000,2.0000,0.3000,-0.020048,0.084555,0.247256,-0.020048,0
1.8000,2.0000,0.3500,-0.358467,0.084558,0.084026,-0.358467,0
1.8000,2.0000,0.4000,-0.341118,0.084562,0.103658,-0.341118,0
1.8000,2.0000,0.4500,-0.378113,0.084565,-0.005566,-0.378113,0
1.8000,2.2500,0.0000,1.000000,0.084534,0.332563,0.084534,1
1.8000,2.2500,0.0500,1.000000,0.084538,0.260199,0.084538,1
1.8000,2.2500,0.1000,0.570906,0.084541,0.256688,0.084541,1
1.8000,2.2500,0.1500,0.331857,0.084545,0.264711,0.084545,1
1.8000,2.2500,0.2000,0.103064,0.084548,0.196745,0.084548,1
1.8000,2.2500,0.2500,-0.086906,0.084551,0.130780,-0.086906,0
1.8000,2.2500,0.3000,-0.259012,0.084555,0.182279,-0.259012,0
1.8000,2.2500,0.3500,-0.403525,0.084558,0.115525,-0.403525,0
1.8000,2.2500,0.4000,-0.370443,0.084562,0.147532,-0.370443,0
1.8000,2.2500,0.4500,-0.427749,0.084565,0.011235,-0.427749,0
1.8000,2.5000,0.0000,0.732931,0.084534,0.269614,0.084534,1
1.8000,2.5000,0.0500,0.423091,0.084538,0.231279,0.084538,1
1.8000,2.5000,0.1000,0.287916,0.084541,0.235798,0.084541,1
1.8000,2.5000,0.1500,0.056132,0.084545,0.116615,0.056132,1
1.8000,2.5000,0.2000,-0.047819,0.084548,0.164675,-0.047819,0
1.8000,2.5000,0.2500,-0.267995,0.084551,0.229170,-0.267995,0
1.8000,2.5000,0.3000,-0.414887,0.084555,0.139250,-0.414887,0
1.8000,2.5000,0.3500,-0.392420,0.084558,0.180619,-0.392420,0
1.8000,2.5000,0.4000,-0.379196,0.084562,0.175340,-0.379196,0
1.8000,2.5000,0.4500,-0.393817,0.084565,0.013988,-0.393817,0
1.8000,2.7500,0.0000,0.345298,0.084534,0.290752,0.084534,1
1.8000,2.7500,0.0500,0.113003,0.084538,0.310628,0.084538,1
1.8000,2.7500,0.1000,0.011439,0.084541,0.245237,0.011439,0
1.8000,2.7500,0.1500,-0.177910,0.084545,0.179497,-0.177910,0
1.8000,2.7500,0.2000,-0.371528,0.084548,0.154486,-0.371528,0
1.8000,2.7500,0.2500,-0.342299,0.084551,0.188238,-0.342299,0
1.8000,2.7500,0.3000,-0.358210,0.084555,0.215113,-0.358210,0
1.8000,2.7500,0.3500,-0.304604,0.084558,0.220134,-0.304604,0
1.8000,2.7500,0.4000,-0.342987,0.084562,0.207660,-0.342987,0
1.8000,2.7500,0.4500,-0.483317,0.084565,0.025969,-0.483317,0
1.8000,3.0000,0.0000,0.086494,0.084534,0.207817,0.084534,1
1.8000,3.0000,0.0500,-0.115515,0.084538,0.215808,-0.115515,0
1.8000,3.0000,0.1000,-0.191052,0.084541,0.260624,-0.191052,0
1.8000,3.0000,0.1500,-0.398582,0.084545,0.140956,-0.398582,0
1.8000,3.0000,0.2000,-0.333898,0.084548,0.189169,-0.333898,0
1.8000,3.0000,0.2500,-0.377436,0.084551,0.219272,-0.377436,0
1.8000,3.0000,0.3000,-0.427441,0.084555,0.101241,-0.427441,0
1.8000,3.0000,0.3500,-0.387725,0.084558,0.100310,-0.387725,0
1.8000,3.0000,0.4000,-0.388313,0.084562,0.241188,-0.388313,0
1.8000,3.0000,0.4500,-0.349093,0.084565,0.040496,-0.349093,0
2.0000,1.0000,0.0000,1.000000,0.167431,-0.735624,-0.735624,0
2.0000,1.0000,0.0500,1.000000,0.084448,-0.809030,-0.809030,0
2.0000,1.0000,0.1000,1.000000,0.084437,-0.749570,-0.749570,0
2.0000,1.0000,0.1500,1.000000,0.084429,-0.559216,-0.559216,0
